ItemID,Name,resourcename,ResourceVariation,Class,Category,BuyCategory,WeaponSlot,Team,UsableMod,UseType,EquipType,ItemType,WaitAfterExpire,RepurchaseDiscountRate,userType
38,#CSO2_ITEM_NAME_c4,c4,default,item,weapon,equip,-1,0,0,0,0,0,5,0,0
44,#CSO2_ITEM_NAME_striker12,striker12,default,item,weapon,shotgun,0,0,0,0,0,0,5,0,0
45,#CSO2_ITEM_NAME_ak47_gold,ak47,gold,item,weapon,rifle,0,2,0,0,0,0,5,0,0
46,#CSO2_ITEM_NAME_m4a1_gold,m4a1,gold,item,weapon,rifle,0,3,0,0,0,0,5,0,0
47,#CSO2_ITEM_NAME_scarH,scarh,default,item,weapon,rifle,0,0,0,0,0,0,5,0,0
48,#CSO2_ITEM_NAME_fal,fal,default,item,weapon,rifle,0,0,0,0,0,0,5,0,0
49,#CSO2_ITEM_NAME_dr200,dr200,default,item,weapon,rifle,0,0,0,0,0,0,5,0,0
50,#CSO2_ITEM_NAME_waltherpp,waltherpp,default,item,weapon,pistol,1,0,0,0,0,0,5,0,0
51,#CSO2_ITEM_NAME_cupidawp,awp,cupid,item,weapon,snip,0,0,0,0,0,0,5,0,0
52,#CSO2_ITEM_NAME_m60,m60,default,item,weapon,mach,0,0,1|2|3|5|6|8|14|15|17|20|22|24|25|26|27|29|36|37|38|42|44|45|46|48|49|51|53|55|57|58|59|61|63|65,0,0,0,5,0,0
53,#CSO2_ITEM_NAME_mx4,mx4,default,item,weapon,smg,0,0,0,0,0,0,5,0,0
54,#CSO2_ITEM_NAME_m4a1_tan,m4a1,tan,item,weapon,rifle,0,3,0,0,0,0,5,0,0
55,#CSO2_ITEM_NAME_ak47_old,ak47,old,item,weapon,rifle,0,2,0,0,0,0,5,0,0
56,#CSO2_ITEM_NAME_RPG7,rpg7,default,item,weapon,snip,0,0,0,0,0,0,5,0,0
58,#CSO2_ITEM_NAME_RADIO,radio,default,item,weapon,equip,0,0,0,0,0,0,5,0,0
59,#CSO2_ITEM_NAME_ar57,ar57,default,item,weapon,smg,0,0,0,0,0,0,5,0,0
60,#CSO2_ITEM_NAME_kriss_superv,krisssuperv,default,item,weapon,smg,0,0,0,0,0,0,5,0,0
61,#CSO2_ITEM_NAME_awp_tan,awp,tan,item,weapon,snip,0,0,0,0,0,0,5,0,0
62,#CSO2_ITEM_NAME_scarl,scarl,default,item,weapon,rifle,0,3,0,0,0,0,5,0,0
63,#CSO2_ITEM_NAME_aek971,aek971,default,item,weapon,rifle,0,2,0,0,0,0,5,0,0
64,#CSO2_ITEM_NAME_helucketbag,hegrenade,special,item,weapon,equip,3,0,0,0,0,0,5,0,0
65,#CSO2_ITEM_NAME_fbfirework,flashbang,special,item,weapon,equip,5,0,1|4|12|14|15|17|22|29|30|49|55|58|68,0,0,0,5,0,0
66,#CSO2_ITEM_NAME_t65,t65,default,item,weapon,rifle,0,0,0,0,0,0,5,0,0
67,#CSO2_ITEM_NAME_t86,t86,default,item,weapon,rifle,0,0,0,0,0,0,5,0,0
68,#CSO2_ITEM_NAME_HUNTKNIFE,huntknife,default,item,weapon,knife,2,0,0,1,0,0,5,0,0
69,#CSO2_ITEM_NAME_vaccine,vaccine,default,item,weapon,equip,-1,0,0,0,0,0,5,0,0
70,#CSO2_ITEM_NAME_acr,acr,default,item,weapon,rifle,0,3,0,0,0,0,5,0,0
71,#CSO2_ITEM_NAME_ak12,ak12,default,item,weapon,rifle,0,2,0,0,0,0,5,0,0
72,#CSO2_ITEM_NAME_m870,m870,default,item,weapon,shotgun,0,0,0,0,0,0,5,0,0
73,#CSO2_ITEM_NAME_pkm,pkm,default,item,weapon,mach,0,0,1|2|3|5|6|8|14|15|17|20|22|24|25|26|27|29|36|37|38|42|44|45|46|48|49|51|53|55|57|58|59|61|63|65,0,0,0,5,0,0
74,#CSO2_ITEM_NAME_k5,k5,default,item,weapon,pistol,1,0,0,0,0,0,5,0,0
75,#CSO2_ITEM_NAME_K1,k1,default,item,weapon,smg,0,0,0,0,0,0,5,0,0
76,#CSO2_ITEM_NAME_survivorknife,survivorknife,default,item,weapon,knife,2,0,0,1,0,0,5,0,0
77,#CSO2_ITEM_NAME_dbarrel,dbarrel,default,item,weapon,shotgun,0,0,0,0,0,0,5,0,0
78,#CSO2_ITEM_NAME_g3ka4,g3ka4,default,item,weapon,rifle,0,0,0,0,0,0,5,0,0
79,#CSO2_ITEM_NAME_huntknife_gold,huntknife,gold,item,weapon,knife,2,0,0,1,0,0,5,0,0
80,#CSO2_ITEM_NAME_wrench,wrench,default,item,weapon,knife,2,0,0,1,0,0,5,0,0
81,#CSO2_ITEM_NAME_milagrenade,hegrenade,milagrenade,item,weapon,equip,3,0,0,0,0,0,5,0,0
82,#CSO2_ITEM_NAME_g36k,g36k,default,item,weapon,rifle,0,0,0,0,0,0,5,0,0
83,#CSO2_ITEM_NAME_wrench_black1,wrenchblack1,default,item,weapon,knife,2,0,0,1,0,0,5,0,0
84,#CSO2_ITEM_NAME_wrench_gold1,wrenchgold1,default,item,weapon,knife,2,0,0,1,0,0,5,0,0
85,#CSO2_ITEM_NAME_mg3,mg3,default,item,weapon,mach,0,0,1|2|3|5|6|8|14|15|17|20|22|24|25|26|27|29|36|37|38|42|44|45|46|48|49|51|53|55|57|58|59|61|63|65,0,0,0,5,0,0
86,#CSO2_ITEM_NAME_trg42,trg42,default,item,weapon,snip,0,0,0,0,0,0,5,0,0
87,#CSO2_ITEM_NAME_pkmfire,pkmfire,default,item,weapon,mach,0,0,1|2|3|5|6|8|14|15|17|20|22|24|25|26|27|29|36|37|38|42|44|45|46|48|49|51|53|55|57|58|59|61|63|65,0,0,0,5,0,0
88,#CSO2_ITEM_NAME_DEFAULTKNIFECAMO1,defaultknifecamo1,default,item,weapon,knife,2,0,0,0,0,0,5,0,0
89,#CSO2_ITEM_NAME_TASERKNIFE,taserknife,default,item,weapon,knife,2,0,0,0,0,0,5,0,0
90,#CSO2_ITEM_NAME_mk2grenade,hegrenade,mk2grenade,item,weapon,equip,3,0,0,0,0,0,5,0,0
91,#CSO2_ITEM_NAME_k2c,k2c,default,item,weapon,rifle,0,0,0,0,0,0,5,0,0
92,#CSO2_ITEM_NAME_mk23,mk23,default,item,weapon,pistol,1,0,0,0,0,0,5,0,0
93,#CSO2_ITEM_NAME_m4a1flash,m4a1flash,default,item,weapon,rifle,0,3,0,0,0,0,5,0,0
94,#CSO2_ITEM_NAME_ak47flash,ak47flash,default,item,weapon,rifle,0,2,0,0,0,0,5,0,0
95,#CSO2_ITEM_NAME_qsz92,qsz92,default,item,weapon,pistol,1,0,0,0,0,0,5,0,0
96,#CSO2_ITEM_NAME_qbs09,qbs09,default,item,weapon,shotgun,0,0,0,0,0,0,5,0,0
97,#CSO2_ITEM_NAME_M1903A3,m1903a3,default,item,weapon,rifle,0,0,0,0,0,0,5,0,0
98,#CSO2_ITEM_NAME_M1GARAND,m1garand,default,item,weapon,rifle,0,0,0,0,0,0,5,0,0
99,#CSO2_ITEM_NAME_MSBS,msbs,default,item,weapon,rifle,0,2,0,0,0,0,5,0,0
100,#CSO2_ITEM_NAME_csls06,csls06,default,item,weapon,smg,0,0,0,0,0,0,5,0,0
101,#CSO2_ITEM_NAME_m3boom,m3boom,default,item,weapon,shotgun,0,0,50,0,0,0,5,0,0
102,#CSO2_ITEM_NAME_m14ebr,m14ebr,default,item,weapon,rifle,0,0,0,0,0,0,5,0,0
103,#CSO2_ITEM_NAME_thunder,thunder,default,item,weapon,pistol,1,0,3|26|36|37|44|45|46|48|53|57|63|65,0,0,0,5,0,0
104,#CSO2_ITEM_NAME_m99,m99,default,item,weapon,snip,0,0,3|26|36|37|44|45|46|48|53|57|63|65,0,0,0,5,0,0
105,#CSO2_ITEM_NAME_mp7phoenix,mp7phoenix,default,item,weapon,smg,0,0,0,0,0,0,5,0,0
106,#CSO2_ITEM_NAME_deserteaglephoenix,deaglephoenix,default,item,weapon,pistol,1,0,0,0,0,0,5,0,0
107,#CSO2_ITEM_NAME_deserteaglephoenix,deaglephoenix,special,item,weapon,pistol,1,0,0,0,0,0,5,0,0
108,#CSO2_ITEM_NAME_mk18,mk18,default,item,weapon,rifle,0,3,0,0,0,0,5,0,0
109,#CSO2_ITEM_NAME_akm,akm,default,item,weapon,rifle,0,2,0,0,0,0,5,0,0
110,#CSO2_ITEM_NAME_awm,awm,default,item,weapon,snip,0,0,0,0,0,0,5,0,0
111,#CSO2_ITEM_NAME_m1911,m1911,default,item,weapon,pistol,1,0,0,0,0,0,5,0,0
112,#CSO2_ITEM_NAME_af2011a0,af2011a0,default,item,weapon,pistol,1,0,0,0,0,0,5,0,0
113,#CSO2_ITEM_NAME_m16a4,m16a4,default,item,weapon,rifle,0,0,0,0,0,0,5,0,0
114,#CSO2_ITEM_NAME_TOYHAMMER,toyhammer,default,item,weapon,knife,2,0,0,0,0,0,5,0,0
115,#CSO2_ITEM_NAME_M9BAYONET,m9bayonet,default,item,weapon,knife,2,0,0,0,0,0,5,0,0
116,#CSO2_ITEM_NAME_lr300,lr300,default,item,weapon,rifle,0,0,0,0,0,0,5,0,0
117,#CSO2_ITEM_NAME_tac15,tac15,default,item,weapon,rifle,0,0,0,0,0,0,5,0,0
118,#CSO2_ITEM_NAME_netlauncher,netlauncher,default,item,weapon,shotgun,0,0,50,0,0,0,5,0,0
119,#CSO2_ITEM_NAME_harpoon,harpoon,default,item,weapon,knife,2,0,0,0,0,0,5,0,0
120,#CSO2_ITEM_NAME_qbz95,qbz95,default,item,weapon,rifle,0,0,0,0,0,0,5,0,0
121,#CSO2_ITEM_NAME_m79,m79,default,item,weapon,mach,0,0,3|26|36|37|44|45|46|48|53|57|63|65,0,0,0,5,0,0
122,#CSO2_ITEM_NAME_m32,m32,default,item,weapon,mach,0,0,3|26|36|37|44|45|46|48|53|57|63|65,0,0,0,5,0,0
123,#CSO2_ITEM_NAME_paw20,paw20,default,item,weapon,mach,0,0,3|26|36|37|44|45|46|48|53|57|63|65,0,0,0,5,0,0
124,#CSO2_ITEM_NAME_chinalake,chinalake,default,item,weapon,mach,0,0,3|26|36|37|44|45|46|48|53|57|63|65,0,0,0,5,0,0
125,#CSO2_ITEM_NAME_m95,m95,default,item,weapon,snip,0,0,3|26|36|37|44|45|46|48|53|57|63|65,0,0,0,5,0,0
126,#CSO2_ITEM_NAME_m107a1,m107a1,default,item,weapon,snip,0,0,3|26|36|37|44|45|46|48|53|57|63|65,0,0,0,5,0,0
127,#CSO2_ITEM_NAME_awmgauss,awmgauss,default,item,weapon,snip,0,0,0,0,0,0,5,0,0
128,#CSO2_ITEM_NAME_m16a2,m16a2,default,item,weapon,rifle,0,0,0,0,0,0,5,0,0
129,#CSO2_ITEM_NAME_k12,k12,default,item,weapon,mach,0,0,1|2|3|5|6|8|14|15|17|20|22|24|25|26|27|29|36|37|38|42|44|45|46|48|49|51|53|55|57|58|59|61|63|65,0,0,0,5,0,0
130,#CSO2_ITEM_NAME_usas12,usas12,default,item,weapon,shotgun,0,0,0,0,0,0,5,0,0
131,#CSO2_ITEM_NAME_af2011a1,af2011a1,default,item,weapon,pistol,1,0,0,0,0,0,5,0,0
132,#CSO2_ITEM_NAME_GILBOASNAKE,gilboasnake,default,item,weapon,rifle,0,0,0,0,0,0,5,0,0
133,#CSO2_ITEM_NAME_DP12,dp12,default,item,weapon,shotgun,0,0,0,0,0,0,5,0,0
134,#CSO2_ITEM_NAME_c4,ballantines,default,item,weapon,equip,-1,0,0,0,0,0,5,0,0
135,#CSO2_ITEM_NAME_triplebarrel,triplebarrel,default,item,weapon,shotgun,0,0,0,0,0,0,5,0,0
136,#CSO2_ITEM_NAME_candlexmas,candlexmas,default,item,weapon,knife,2,0,0,0,0,0,5,0,0
137,#CSO2_ITEM_NAME_m3dragon,m3dragon,default,item,weapon,shotgun,0,0,0,0,0,0,5,0,0
138,#CSO2_ITEM_NAME_qjy88,qjy88,default,item,weapon,mach,0,0,1|2|3|5|6|8|14|15|17|20|22|24|25|26|27|29|36|37|38|42|44|45|46|48|49|51|53|55|57|58|59|61|63|65,0,0,0,5,0,0
139,#CSO2_ITEM_NAME_m16a4m203,m16a4m203,default,item,weapon,rifle,0,0,0,0,0,0,5,0,0
140,#CSO2_ITEM_NAME_galilsniper,galilsniper,default,item,weapon,snip,0,0,0,0,0,0,5,0,0
141,#CSO2_ITEM_NAME_svt40,svt40,default,item,weapon,rifle,0,0,0,0,0,0,5,0,0
142,#CSO2_ITEM_NAME_mosinnagant,mosinnagant,default,item,weapon,rifle,0,0,0,0,0,0,5,0,0
143,#CSO2_ITEM_NAME_xm8carbine,xm8carbine,default,item,weapon,rifle,0,0,0,0,0,0,5,0,0
144,#CSO2_ITEM_NAME_hk416c,hk416c,default,item,weapon,smg,0,0,0,0,0,0,5,0,0
145,#CSO2_ITEM_NAME_m27iar,m27iar,default,item,weapon,mach,0,0,0,0,0,0,5,0,0
146,#CSO2_ITEM_NAME_svd,svd,default,item,weapon,snip,0,0,0,0,0,0,5,0,0
147,#CSO2_ITEM_NAME_tmpmelt,tmpmelt,default,item,weapon,smg,0,3,0,0,0,0,5,0,0
148,#CSO2_ITEM_NAME_beowulf,50beowulf,default,item,weapon,rifle,0,0,0,0,0,0,5,0,0
149,#CSO2_ITEM_NAME_kukriknife,kukriknife,default,item,weapon,knife,2,0,0,0,0,0,5,0,0
150,#CSO2_ITEM_NAME_m99railgun,m99railgun,default,item,weapon,snip,0,0,3|26|36|37|44|45|46|48|53|57|63|65,0,0,0,5,0,0
151,#CSO2_ITEM_NAME_m3grease,m3grease,default,item,weapon,smg,0,0,0,0,0,0,0,0,0
152,#CSO2_ITEM_NAME_thompson,thompson,default,item,weapon,smg,0,0,0,0,0,0,0,0,0
153,#CSO2_ITEM_NAME_bar,bar,default,item,weapon,mach,0,0,1|2|3|5|6|8|14|15|17|20|22|24|25|26|27|29|36|37|38|42|44|45|46|48|49|51|53|55|57|58|59|61|63|65,0,0,0,0,0,0
155,#CSO2_ITEM_NAME_t91,t91,default,item,weapon,rifle,0,0,0,0,0,0,5,0,0
156,#CSO2_ITEM_NAME_xt97,xt97,default,item,weapon,rifle,0,0,0,0,0,0,5,0,0
157,#CSO2_ITEM_NAME_akmphoenix,akmphoenix,default,item,weapon,rifle,0,2,0,0,0,0,5,0,0
158,#CSO2_ITEM_NAME_tomahawkss,tomahawkss,default,item,weapon,knife,2,0,0,0,0,0,5,0,0
159,#CSO2_ITEM_NAME_m60steam,m60steam,default,item,weapon,mach,0,0,1|2|3|5|6|8|14|15|17|20|22|24|25|26|27|29|36|37|38|42|44|45|46|48|49|51|53|55|57|58|59|61|63|65,0,0,0,5,0,0
160,#CSO2_ITEM_NAME_awmgaussplus,awmgaussplus,default,item,weapon,snip,0,0,0,0,0,0,5,0,0
161,#CSO2_ITEM_NAME_mk18pulse,mk18pulse,default,item,weapon,rifle,0,3,0,0,0,0,5,0,0
162,#CSO2_ITEM_NAME_tmpmeltplus,tmpmeltplus,default,item,weapon,smg,0,3,0,0,0,0,5,0,0
163,#CSO2_ITEM_NAME_m99railgunplus,m99railgunplus,default,item,weapon,snip,0,0,3|26|36|37|44|45|46|48|53|57|63|65,0,0,0,5,0,0
1001,#CSO2_ITEM_NAME_Leet,leet,default,item,class,class,-2,2,0,0,1,0,5,0,0
1002,#CSO2_ITEM_NAME_Arctic,arctic,default,item,class,class,-2,2,0,0,1,0,5,0,0
1003,#CSO2_ITEM_NAME_GIGN,gign,default,item,class,class,-2,3,0,0,1,0,5,0,0
1004,#CSO2_ITEM_NAME_SAS,sas,default,item,class,class,-2,3,0,0,1,0,5,0,0
1005,#CSO2_ITEM_NAME_LISA,lisa,default,item,class,class,-2,3,0,0,1,0,5,0,0
1006,#CSO2_ITEM_NAME_MILA,mila,default,item,class,class,-2,2,0,0,1,0,5,0,0
1007,#CSO2_ITEM_NAME_LISA01,lisa01,default,item,class,class,-2,3,0,0,1,0,5,0,0
1008,#CSO2_ITEM_NAME_MILA01,mila01,default,item,class,class,-2,2,0,0,1,0,5,0,0
1009,#CSO2_ITEM_NAME_MICHAEL,michael,default,item,class,class,-2,3,0,0,1,0,5,0,0
1010,#CSO2_ITEM_NAME_Karachenko,karachenko,default,item,class,class,-2,2,0,0,1,0,5,0,0
1011,#CSO2_ITEM_NAME_Leet01,leet01,default,item,class,class,-2,2,0,0,1,0,5,0,0
1012,#CSO2_ITEM_NAME_choi,choi,default,item,class,class,-2,3,0,0,1,0,5,0,0
1013,#CSO2_ITEM_NAME_yuri,yuri,default,item,class,class,-2,2,0,0,1,0,5,0,0
1014,#CSO2_ITEM_NAME_lincoln,lincoln,default,item,class,class,-2,3,0,0,1,0,5,0,0
1015,#CSO2_ITEM_NAME_mao,mao,default,item,class,class,-2,2,0,0,1,0,5,0,0
1016,#CSO2_ITEM_NAME_marie,mari,default,item,class,class,-2,3,0,0,1,0,5,0,0
1017,#CSO2_ITEM_NAME_natalie,natary,default,item,class,class,-2,2,0,0,1,0,5,0,0
1018,#CSO2_ITEM_NAME_707,707,default,item,class,class,-2,3,0,0,1,0,5,0,0
1019,#CSO2_ITEM_NAME_ara,ara,default,item,class,class,-2,2,0,0,1,0,5,0,0
1020,#CSO2_ITEM_NAME_choi01,choi01,default,item,class,class,-2,3,0,0,1,0,5,0,0
1021,#CSO2_ITEM_NAME_yuri01,yuri01,default,item,class,class,-2,2,0,0,1,0,5,0,0
1022,#CSO2_ITEM_NAME_emma,emma,default,item,class,class,-2,3,0,0,1,0,5,0,0
1023,#CSO2_ITEM_NAME_tammy,tammy,default,item,class,class,-2,2,0,0,1,0,5,0,0
1024,#CSO2_ITEM_NAME_CARRIE,carrie,default,item,class,class,-2,3,0,0,1,0,5,0,0
1025,#CSO2_ITEM_NAME_VIPER,viper,default,item,class,class,-2,2,0,0,1,0,5,0,0
1026,#CSO2_ITEM_NAME_marie01,mari01,default,item,class,class,-2,3,0,0,1,0,5,0,0
1027,#CSO2_ITEM_NAME_natalie01,natary01,default,item,class,class,-2,2,0,0,1,0,5,0,0
1028,#CSO2_ITEM_NAME_heather,heather,default,item,class,class,-2,3,0,0,1,0,5,0,0
1029,#CSO2_ITEM_NAME_sonya,sonya,default,item,class,class,-2,2,0,0,1,0,5,0,0
1030,#CSO2_ITEM_NAME_kwan,kwan,default,item,class,class,-2,3,0,0,1,0,5,0,0
1031,#CSO2_ITEM_NAME_hasan,hasan,default,item,class,class,-2,2,0,0,1,0,5,0,0
1032,#CSO2_ITEM_NAME_SAS01,sas01,default,item,class,class,-2,3,0,0,1,0,5,0,0
1033,#CSO2_ITEM_NAME_LISA02SWIM,lisa02swim,default,item,class,class,-2,3,0,0,1,0,5,0,0
1034,#CSO2_ITEM_NAME_MILA02SWIM,mila02swim,default,item,class,class,-2,2,0,0,1,0,5,0,0
1035,#CSO2_ITEM_NAME_marie_color01,mari,color01,item,class,class,-2,3,0,0,1,0,5,0,0
1036,#CSO2_ITEM_NAME_tammy_color01,tammy,color01,item,class,class,-2,2,0,0,1,0,5,0,0
1037,#CSO2_ITEM_NAME_MIU,miu,default,item,class,class,-2,3,0,0,1,0,5,0,0
1038,#CSO2_ITEM_NAME_athena,athena,default,item,class,class,-2,2,0,0,1,0,5,0,0
1039,#CSO2_ITEM_NAME_gsg,gsg,default,item,class,class,-2,3,0,0,1,0,5,0,0
1040,#CSO2_ITEM_NAME_phoenix,phoenix,default,item,class,class,-2,2,0,0,1,0,5,0,0
1041,#CSO2_ITEM_NAME_lisa03xmas,lisa03xmas,default,item,class,class,-2,3,0,0,1,0,5,0,0
1042,#CSO2_ITEM_NAME_mila03xmas,mila03xmas,default,item,class,class,-2,2,0,0,1,0,5,0,0
1043,#CSO2_ITEM_NAME_helga,helga,default,item,class,class,-2,3,0,0,1,0,5,0,0
1044,#CSO2_ITEM_NAME_white,white,default,item,class,class,-2,2,0,0,1,0,5,0,0
1045,#CSO2_ITEM_NAME_sas02,sas02,default,item,class,class,-2,3,0,0,1,0,5,0,0
1046,#CSO2_ITEM_NAME_arctic02,arctic01,default,item,class,class,-2,2,0,0,1,0,5,0,0
1047,#CSO2_ITEM_NAME_EMMA02SWIM,emma02swim,default,item,class,class,-2,3,0,0,1,0,5,0,0
1048,#CSO2_ITEM_NAME_TAMMY02SWIM,tammy02swim,default,item,class,class,-2,2,0,0,1,0,5,0,0
1049,#CSO2_ITEM_NAME_kenji,kenji,default,item,class,class,-2,3,0,0,1,0,5,0,0
1050,#CSO2_ITEM_NAME_joe,joe,default,item,class,class,-2,2,0,0,1,0,5,0,0
1051,#CSO2_ITEM_NAME_carrie01,carrie01,default,item,class,class,-2,3,0,0,1,0,5,0,0
1052,#CSO2_ITEM_NAME_viper01,viper01,default,item,class,class,-2,2,0,0,1,0,5,0,0
1053,#CSO2_ITEM_NAME_miu01,miu01,default,item,class,class,-2,3,0,0,1,0,5,0,0
1054,#CSO2_ITEM_NAME_athena01,athena01,default,item,class,class,-2,2,0,0,1,0,5,0,0
1055,#CSO2_ITEM_NAME_choi02,choi02,default,item,class,class,-2,3,0,0,1,0,5,0,0
1056,#CSO2_ITEM_NAME_yuri02,yuri02,default,item,class,class,-2,2,0,0,1,0,5,0,0
1057,#CSO2_ITEM_NAME_helga01xmas,helga01xmas,default,item,class,class,-2,3,0,0,1,0,5,0,0
1058,#CSO2_ITEM_NAME_white01xmas,white01xmas,default,item,class,class,-2,2,0,0,1,0,5,0,0
1990,#CSO2_ITEM_NAME_evy,evy,default,item,class,class,-2,0,0,0,1,0,0,0,0
1991,#CSO2_ITEM_NAME_evy2,evy2,default,item,class,class,-2,0,0,0,1,0,0,0,0
1992,#CSO2_ITEM_NAME_hurk,hurk,default,item,class,class,-2,0,0,0,1,0,0,0,0
1993,#CSO2_ITEM_NAME_hurk2,hurk2,default,item,class,class,-2,0,0,0,1,0,0,0,0
1994,#CSO2_ITEM_NAME_kay,kay,default,item,class,class,-2,0,0,0,1,0,0,0,0
1995,#CSO2_ITEM_NAME_kay2,kay2,default,item,class,class,-2,0,0,0,1,0,0,0,0
1996,#CSO2_ITEM_NAME_lynn,lynn,default,item,class,class,-2,0,0,0,1,0,0,0,0
2001,#CSO2_ITEM_NAME_NICKNAMECHANGE,nicknamechange,default,nicknamechange,item,item,-1,0,0,0,2,1,5,0,0
2002,#CSO2_ITEM_NAME_NICKNAMECHANGE2,nicknamechange,default,nicknamechange,item,item,-1,0,0,0,2,1,5,0,0
2003,#CSO2_ITEM_NAME_PLAYERKILLDEATHRESET,playerkilldeathreset,default,playerkilldeathreset,item,item,-1,0,0,0,2,1,5,0,0
2004,#CSO2_ITEM_NAME_PLAYERRECORDRESET,playerrecordreset,default,playerrecordreset,item,item,-1,0,0,0,2,1,5,0,0
2005,#CSO2_ITEM_NAME_POINTBONUS,pointbonus,default,item,item,item,-1,0,0,1,3,0,5,20,0
2006,#CSO2_ITEM_NAME_EXPBONUS,expbonus,default,item,item,item,-1,0,0,1,3,0,5,20,0
2007,#CSO2_ITEM_NAME_POINTEXPBONUS,pointexpbonus,default,item,item,item,-1,0,0,1,3,0,5,20,0
